,engine_pcd,gas_fuel_flow_x,ngp,npt,t1_temperature,t5_average_temperature,turb_air_inlet_filter_dp
2018-09-20 08:11:34+00:00,187.46,0.33040559938198455,92.98,90.46,26.850000000000023,673.36,62
2018-09-20 08:12:04+00:00,187.56,0.332429281704029,93.04,90.34,26.850000000000023,673.65,62
2018-09-20 08:12:34+00:00,187.5,0.3313237000228842,93.02,90.39,26.850000000000023,673.6,62
2018-09-20 08:13:04+00:00,187.48,0.3313476675453652,93.02,90.31,26.850000000000023,673.66,62
2018-09-20 08:13:34+00:00,187.62,0.3312163221565914,93.1,90.35,26.850000000000023,673.7,62
2018-09-20 08:14:04+00:00,187.68,0.33055171724608035,93.14,90.53,26.850000000000023,673.7,62
2018-09-20 08:14:34+00:00,187.6,0.33141835094597594,93.1,90.34,26.850000000000023,673.85,62
2018-09-20 08:15:04+00:00,187.68,0.3310255418986104,93.16,90.39,26.850000000000023,673.87,62
2018-09-20 08:15:34+00:00,187.58,0.33139096728506945,93.12,90.46,26.850000000000023,673.99,62
2018-09-20 08:16:04+00:00,187.58,0.33147949392382053,93.12,90.43,26.850000000000023,673.97,62
2018-09-20 08:16:34+00:00,187.66,0.331260177702742,93.18,90.42,26.850000000000023,674.08,62
2018-09-20 08:17:04+00:00,187.68,0.3320225929217617,93.2,90.47,26.850000000000023,674.17,62
2018-09-20 08:17:34+00:00,187.58,0.3315966369313036,93.16,90.35,26.850000000000023,674.19,62
2018-09-20 08:18:04+00:00,187.68,0.3335895680179274,93.22,90.39,26.850000000000023,674.33,62
2018-09-20 08:18:34+00:00,187.8,0.3300417459370824,93.28,90.49,26.850000000000023,674.21,62
2018-09-20 08:19:04+00:00,187.72,0.33212733716397697,93.24,90.4,26.850000000000023,674.36,62
2018-09-20 08:19:34+00:00,187.8,0.3318790792112884,93.3,90.57,26.850000000000023,674.46,62
2018-09-20 08:20:04+00:00,187.86,0.331735100743849,93.34,90.35,26.850000000000023,674.52,62
2018-09-20 08:20:34+00:00,187.78,0.3320388953702388,93.3,90.39,26.850000000000023,674.58,62
2018-09-20 08:21:04+00:00,187.84,0.3315937140976017,93.34,90.49,26.850000000000023,674.62,62
2018-09-20 08:21:34+00:00,187.8,0.33259516668540123,93.34,90.41,26.850000000000023,674.76,62
2018-09-20 08:22:04+00:00,187.86,0.3321133522333011,93.38,90.42,26.850000000000023,674.76,62
2018-09-20 08:22:34+00:00,187.86,0.3321096283826597,93.38,90.4,26.850000000000023,674.81,62
2018-09-20 08:23:04+00:00,187.94,0.33176821899411385,93.42,90.63,26.850000000000023,674.87,62
2018-09-20 08:23:34+00:00,187.92,0.3303981497615985,93.42,90.41,26.850000000000023,674.77,62
2018-09-20 08:24:04+00:00,187.9,0.3331044908047521,93.42,90.4,26.850000000000023,675.08,62
2018-09-20 08:24:34+00:00,187.96,0.3331484902955889,93.48,90.41,26.850000000000023,675.1,62
2018-09-20 08:25:04+00:00,187.98,0.33300929971944954,93.48,90.52,26.850000000000023,675.2,62
2018-09-20 08:25:34+00:00,187.96,0.3336879752876088,93.5,90.49,26.850000000000023,675.28,62
2018-09-20 08:26:04+00:00,188.04,0.33299522291204486,93.54,90.5,26.850000000000023,675.31,62
2018-09-20 08:26:34+00:00,188.08,0.3336078588156454,93.56,90.54,26.850000000000023,675.32,62
2018-09-20 08:27:04+00:00,188.14,0.3331443341623438,93.6,90.37,26.850000000000023,675.41,62
2018-09-20 08:27:34+00:00,188.1,0.3340351563747592,93.58,90.43,26.850000000000023,675.51,62
2018-09-20 08:28:04+00:00,188.14,0.33307083180464003,93.62,90.44,26.850000000000023,675.44,62
